dt  gyro_x gyro_y gyro_z acc_x acc_y acc_z mag_x mag_y mag_z q0 q1 q2 q3 yaw pitch roll acc_e acc_n acc_u raw_e raw_n raw_ultra_u raw_baro_u pos_e pos_n pos_ultra_u pos_baro_u speed_e pos_n speed_ultra_u pos_ultra_u yaw_sp pitch_sp roll_sp
0.0101013192907 -0.0245010815561 -0.0308926701546 -0.0319579318166 0.474213898182 -0.330512702465 -9.39326667786 -33.0 44.0 412.0 -0.225079953671 0.0350271314383 -0.00221199425869 -0.973707973957 2.6868596077 0.069263510406 -0.0114879356697 0.351304858923 0.316232919693 9.39915752411 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 -5.78255094297e-06 -0.294690310955 0.19801980257 446.349853516 0.00354804820381 0.000217433320358 -0.00214937399141 4.50410890579 0.0 -0.0 -0.0
0.0100097665563 -0.0357375182211 -0.0183161534369 -0.000187605619431 0.210761725903 0.158071294427 -9.29507160187 -41.0 39.0 407.0 -0.973720431328 -0.00211198697798 -0.0348030477762 0.225061610341 5.82849359512 0.068781748414 -0.0115803303197 -0.36294978857 0.233555495739 9.28878307343 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 2.74347439699e-06 -0.295279055834 0.198986306787 448.604370117 -0.000106640392914 0.00107263808604 -0.00634097680449 6.73145198822 0.0 -0.0 -0.0
0.00994873140007 -0.0101711712778 0.012576514855 -0.00125286728144 0.445473641157 0.464633822441 -9.65671920776 -41.0 39.0 407.0 0.225091040134 -0.035070117563 0.00208650063723 0.97370415926 2.68682694435 0.0692905709147 -0.0117531428114 0.0474684238434 -0.414039492607 9.66917133331 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 4.96012489748e-07 -0.295495867729 0.199287056923 449.404052734 0.000342001789249 -0.00442670285702 -0.0066751097329 8.83628940582 0.0 -0.0 -0.0
0.00997924990952 0.0356351993978 0.0349470674992 0.00300819054246 0.696950733662 0.234711930156 -9.39087200165 -40.0 42.0 407.0 0.973710119724 0.002453178633 0.0350754149258 -0.225060641766 5.82850551605 0.0694666579366 -0.0110376654193 0.096454679966 0.0987153202295 9.41861248016 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 4.33688455814e-06 -0.295635223389 0.199417471886 449.850036621 0.00125585100614 -0.00455329287797 -0.00943672377616 10.7211065292 0.0 -0.0 -0.0
0.0100402850658 0.0249825529754 0.014707043767 0.00194292515516 0.732876002789 -0.205971688032 -9.28549098969 -39.0 42.0 405.0 -0.225062221289 0.0352370738983 -0.00275365728885 -0.973703086376 2.68692207336 0.0699173361063 -0.0105244871229 0.0591729879379 0.309099435806 9.31132793427 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 1.26961949718e-05 -0.295722424984 0.199463561177 450.159698486 0.00174650002737 -0.0022653657943 -0.013161636889 12.2745733261 0.0 -0.0 -0.0
0.00994873140007 -0.0229543484747 -0.0204466842115 -0.00657919049263 0.742456078529 -0.289797365665 -9.44595718384 -36.0 50.0 407.0 -0.97370672226 -0.00278931390494 -0.0350643768907 0.225073426962 5.82850122452 0.0695966109633 -0.0103774787858 -0.0948256254196 -0.385307163 9.47121429443 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 1.67732832779e-05 -0.295792937279 0.199466198683 450.398498535 0.000667296932079 -0.00655459240079 -0.0150746228173 13.4009037018 0.0 -0.0 -0.0
0.00997924990952 -0.0282806679606 -0.0268382690847 -0.00551392510533 0.591569840908 0.201181650162 -9.40524196625 -36.0 50.0 407.0 0.225115001202 -0.0351259000599 0.00273541151546 0.973694980145 2.68681693077 0.0696917921305 -0.0105135366321 0.0133850574493 -0.120407804847 9.42519664764 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 1.58513048518e-05 -0.295865625143 0.199446499348 450.592010498 0.000668693566695 -0.00777669297531 -0.0172647815198 14.0544214249 0.0 -0.0 -0.0
0.0100402841344 0.0111341159791 -0.00446771644056 -0.00125286728144 0.562829613686 0.320932626724 -9.41721725464 -29.0 41.0 410.0 0.973703742027 0.00288416747935 0.0349194034934 -0.225107446313 5.82844352722 0.0693563893437 -0.0101291108876 0.0170056521893 0.242727726698 9.43634223938 -5.87735485169e-06 -0.295868992805 0.20000000298 450.812896729 1.53741366375e-05 -0.295914322138 0.199411973357 450.749969482 0.000714273774065 -0.0050732200034 -0.019175209105 14.2473936081 0.0 -0.0 -0.0
0.0099487323314 0.0260478183627 0.0200333669782 0.00194292515516 0.483793973923 -0.114960938692 -9.57049846649 -40.0 40.0 405.0 -0.22511292994 0.0350813008845 -0.0032071932219 -0.973695635796 2.68685340881 0.0698176845908 -0.00957231596112 0.256861388683 0.104349836707 9.57939624786 -5.87735485169e-06 -0.295868992805 0.20000000298 451.073913574 2.40570388996e-05 -0.295935064554 0.199376583099 450.930175781 0.0031052371487 -0.00367319420911 -0.0194928310812 14.7000751495 0.0 -0.0 -0.0
0.0101013192907 -0.000583793967962 0.0189681015909 0.00300819054246 0.773591339588 -0.167651370168 -9.2088508606 -40.0 38.0 409.0 -0.973701775074 -0.00341040850617 -0.0350938141346 0.225081294775 5.8285241127 0.0699340477586 -0.00917904637754 0.00456541776657 -0.282918274403 9.23847389221 -5.87735485169e-06 -0.295868992805 0.20000000298 451.073913574 3.9290964196e-05 -0.295955330133 0.199330076575 451.077636719 0.00292477197945 -0.00609885342419 -0.0231663025916 14.682636261 0.0 -0.0 -0.0
